2.855247000	
2.855248000	
2.861339000	0.006091000
2.865094000	
2.865099000	
2.865187000	0.000088000
2.865852000	
2.865856000	
2.865867000	
2.865869000	
2.865870000	
2.865871000	
2.865943000	
2.865945000	
2.866007000	
2.866009000	
2.866118000	
2.866164000	
2.866203000	
2.866205000	
2.866220000	
2.866220000	0.000353000
2.866221000	0.000350000
2.866221000	
2.866221000	0.000276000
2.866221000	0.000212000
2.866221000	
2.866257000	0.000139000
2.866257000	0.000093000
2.866265000	0.000060000
2.866350000	
2.866411000	
2.866414000	
2.866460000	0.000046000
2.866482000	
2.866544000	
2.866547000	
2.866638000	0.000091000
2.866639000	
2.866685000	
2.866688000	
2.866782000	0.000094000
2.866783000	
2.866835000	
2.866837000	
2.866873000	0.000036000
2.866908000	
2.866959000	
2.866961000	
2.867001000	0.000040000
2.867097000	
2.867100000	
2.867108000	
2.867203000	0.000103000
2.867204000	
2.867258000	
2.867261000	
2.867336000	0.000075000
2.867336000	
2.867380000	
2.867382000	
2.867421000	0.000039000
2.867458000	
2.867507000	
2.867509000	
2.867575000	0.000066000
2.867638000	
2.867641000	
2.867706000	0.000065000
2.867777000	
2.867780000	
2.867894000	
2.867897000	
2.867942000	0.000045000
2.868064000	
2.868068000	
2.868129000	0.000061000
2.868207000	
2.868209000	
2.868270000	0.000061000
2.869404000	
2.869408000	
2.869574000	
2.869579000	
2.869580000	
2.869581000	
2.869626000	0.000218000
2.869723000	0.000142000
2.869782000	
2.869784000	
2.869842000	0.000058000
2.869914000	
2.869917000	
2.869975000	0.000058000
2.870058000	
2.870061000	
2.870131000	0.000070000
2.870188000	
2.870191000	
2.870266000	0.000075000
2.870318000	
2.870320000	
2.870386000	0.000066000
2.870467000	
2.870471000	
2.870599000	
2.870602000	
2.870610000	0.000139000
2.870656000	0.000054000
2.870740000	
2.870743000	
2.870798000	0.000055000
2.870875000	
2.870877000	
2.870930000	0.000053000
2.870981000	
2.870984000	
2.871031000	0.000047000
2.871151000	
2.871154000	
2.871211000	0.000057000
2.871286000	
2.871289000	
2.871428000	
2.871431000	
2.871440000	0.000151000
2.871486000	0.000055000
2.871560000	
2.871564000	
2.871695000	
2.871697000	
2.871707000	0.000143000
2.871745000	0.000048000
2.871836000	
2.871838000	
2.871893000	0.000055000
2.871975000	
2.871978000	
2.872035000	0.000057000
2.872110000	
2.872113000	
2.872252000	
2.872255000	
2.872263000	0.000150000
2.872344000	0.000089000
2.872388000	
2.872390000	
2.872452000	0.000062000
2.872520000	
2.872522000	
2.872573000	0.000051000
2.872656000	
2.872660000	
2.872751000	0.000091000
2.872799000	
2.872801000	
2.872934000	
2.872937000	
2.873093000	
2.873096000	
2.873104000	0.000167000
2.873164000	0.000068000
2.873211000	
2.873214000	
2.873274000	0.000060000
2.873351000	
2.873354000	
2.873412000	0.000058000
2.873480000	
2.873482000	
2.873535000	0.000053000
2.873621000	
2.873623000	
2.873686000	0.000063000
2.873760000	
2.873763000	
2.873899000	
2.873902000	
2.873911000	0.000148000
2.873970000	0.000068000
2.874034000	
2.874037000	
2.874099000	0.000062000
2.874167000	
2.874170000	
2.874240000	0.000070000
2.874304000	
2.874307000	
2.874372000	0.000065000
2.874443000	
2.874445000	
2.874585000	
2.874588000	
2.874596000	0.000151000
2.874658000	0.000070000
2.874845000	
2.874848000	
2.874915000	0.000067000
2.874973000	
2.874975000	
2.875080000	0.000105000
2.875130000	
2.875133000	
2.875182000	0.000049000
2.875249000	
2.875251000	
2.875308000	0.000057000
2.875759000	
2.875762000	
2.875853000	
2.875856000	
2.875928000	0.000072000
2.875982000	
2.875984000	
2.876050000	0.000066000
2.876122000	
2.876125000	
2.876190000	0.000065000
2.876263000	
2.876267000	
2.876328000	0.000061000
2.876401000	
2.876403000	
2.876494000	0.000091000
2.876537000	
2.876540000	
2.876681000	
2.876684000	
2.876694000	0.000154000
2.876757000	0.000073000
2.876809000	
2.876812000	
2.876868000	0.000056000
2.876950000	
2.876953000	
2.877039000	0.000086000
2.877083000	
2.877085000	
2.877143000	0.000058000
