"No.","Time","Source","Destination","Protocol","Length","Info"
"159","2.855247","10.35.98.216","198.189.66.48","TCP","1460","60763  >  443 [ACK] Seq=1 Ack=1 Win=49988 Len=1394 TSval=3071730770 TSecr=657495032 [TCP segment of a reassembled PDU]"
"160","2.855248","10.35.98.216","198.189.66.48","TLSv1.2","597","Application Data"
"168","2.861339","198.189.66.48","10.35.98.216","TCP","66","443  >  60763 [ACK] Seq=1 Ack=1926 Win=489 Len=0 TSval=657500931 TSecr=3071730770"
"169","2.865094","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"170","2.865099","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=1395 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"171","2.865187","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=2789 Win=49944 Len=0 TSval=3071730780 TSecr=657500933"
"172","2.865852","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=2789 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"173","2.865856","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=4183 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"174","2.865867","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=5577 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"175","2.865869","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=6971 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"176","2.865870","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=8365 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"177","2.865871","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=9759 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"178","2.865943","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=11153 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"179","2.865945","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=12547 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"180","2.866007","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=13941 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"181","2.866009","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=15335 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"182","2.866118","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"183","2.866164","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=18123 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"184","2.866203","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=19517 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"185","2.866205","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=20911 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"186","2.866220","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=2789 Win=49988 Len=0 TSval=3071730780 TSecr=657500933"
"187","2.866220","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=6971 Win=49923 Len=0 TSval=3071730780 TSecr=657500933"
"188","2.866221","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=11153 Win=49857 Len=0 TSval=3071730780 TSecr=657500933"
"189","2.866221","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=11153 Win=49988 Len=0 TSval=3071730780 TSecr=657500933"
"190","2.866221","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=13941 Win=49944 Len=0 TSval=3071730780 TSecr=657500933"
"191","2.866221","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=16729 Win=49901 Len=0 TSval=3071730780 TSecr=657500933"
"192","2.866221","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=16729 Win=49988 Len=0 TSval=3071730781 TSecr=657500933"
"193","2.866257","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=18123 Win=49966 Len=0 TSval=3071730781 TSecr=657500933"
"194","2.866257","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=19517 Win=49944 Len=0 TSval=3071730781 TSecr=657500933"
"195","2.866265","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=22305 Win=49901 Len=0 TSval=3071730781 TSecr=657500933"
"196","2.866350","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=22305 Win=49988 Len=0 TSval=3071730781 TSecr=657500933"
"197","2.866411","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=22305 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"198","2.866414","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=23699 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"199","2.866460","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=25093 Win=49944 Len=0 TSval=3071730781 TSecr=657500933"
"200","2.866482","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=25093 Win=49988 Len=0 TSval=3071730781 TSecr=657500933"
"201","2.866544","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=25093 Ack=1926 Win=489 Len=1394 TSval=657500933 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"202","2.866547","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=26487 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"203","2.866638","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=27881 Win=49944 Len=0 TSval=3071730781 TSecr=657500934"
"204","2.866639","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=27881 Win=49988 Len=0 TSval=3071730781 TSecr=657500934"
"205","2.866685","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=27881 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"206","2.866688","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=29275 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"207","2.866782","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=30669 Win=49944 Len=0 TSval=3071730781 TSecr=657500934"
"208","2.866783","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=30669 Win=49988 Len=0 TSval=3071730781 TSecr=657500934"
"209","2.866835","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=30669 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"210","2.866837","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=32063 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"211","2.866873","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=33457 Win=49944 Len=0 TSval=3071730781 TSecr=657500934"
"212","2.866908","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=33457 Win=49988 Len=0 TSval=3071730781 TSecr=657500934"
"213","2.866959","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"214","2.866961","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=34851 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"215","2.867001","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=36245 Win=49944 Len=0 TSval=3071730781 TSecr=657500934"
"216","2.867097","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=36245 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"217","2.867100","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=37639 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"218","2.867108","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=36245 Win=49988 Len=0 TSval=3071730781 TSecr=657500934"
"219","2.867203","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=39033 Win=49944 Len=0 TSval=3071730781 TSecr=657500934"
"220","2.867204","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=39033 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"221","2.867258","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=39033 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"222","2.867261","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=40427 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"223","2.867336","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=41821 Win=49944 Len=0 TSval=3071730782 TSecr=657500934"
"224","2.867336","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=41821 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"225","2.867380","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=41821 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"226","2.867382","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=43215 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"227","2.867421","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=44609 Win=49944 Len=0 TSval=3071730782 TSecr=657500934"
"228","2.867458","10.35.98.216","198.189.66.48","TCP","66","[TCP Window Update] 60763  >  443 [ACK] Seq=1926 Ack=44609 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"229","2.867507","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=44609 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"230","2.867509","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=46003 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"231","2.867575","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=47397 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"232","2.867638","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=47397 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"233","2.867641","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=48791 Ack=1926 Win=489 Len=1394 TSval=657500934 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"234","2.867706","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=50185 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"235","2.867777","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"236","2.867780","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data, Application Data, Application Data, Application Data"
"237","2.867894","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=52973 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"238","2.867897","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=54367 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"239","2.867942","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=55761 Win=49988 Len=0 TSval=3071730782 TSecr=657500934"
"240","2.868064","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=55761 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"241","2.868068","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=57155 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"242","2.868129","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=58549 Win=49988 Len=0 TSval=3071730782 TSecr=657500935"
"243","2.868207","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=58549 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"244","2.868209","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=59943 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"245","2.868270","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=61337 Win=49988 Len=0 TSval=3071730783 TSecr=657500935"
"248","2.869404","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=61337 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"249","2.869408","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=62731 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"250","2.869574","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=64125 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"251","2.869579","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=65519 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"252","2.869580","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=66913 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"253","2.869581","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"254","2.869626","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=64125 Win=49988 Len=0 TSval=3071730784 TSecr=657500935"
"255","2.869723","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=69701 Win=49988 Len=0 TSval=3071730784 TSecr=657500935"
"256","2.869782","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=69701 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"257","2.869784","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=71095 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"258","2.869842","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=72489 Win=49988 Len=0 TSval=3071730784 TSecr=657500935"
"259","2.869914","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=72489 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"260","2.869917","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=73883 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"261","2.869975","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=75277 Win=49988 Len=0 TSval=3071730784 TSecr=657500935"
"262","2.870058","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=75277 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"263","2.870061","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=76671 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"264","2.870131","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=78065 Win=49988 Len=0 TSval=3071730784 TSecr=657500935"
"265","2.870188","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=78065 Ack=1926 Win=489 Len=1394 TSval=657500935 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"266","2.870191","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=79459 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"267","2.870266","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=80853 Win=49988 Len=0 TSval=3071730784 TSecr=657500936"
"268","2.870318","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=80853 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"269","2.870320","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=82247 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"270","2.870386","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=83641 Win=49988 Len=0 TSval=3071730784 TSecr=657500936"
"271","2.870467","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"272","2.870471","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=85035 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"273","2.870599","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=86429 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"274","2.870602","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=87823 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"275","2.870610","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=86429 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"276","2.870656","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=89217 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"277","2.870740","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=89217 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"278","2.870743","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=90611 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"279","2.870798","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=92005 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"280","2.870875","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=92005 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"281","2.870877","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=93399 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"282","2.870930","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=94793 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"283","2.870981","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=94793 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"284","2.870984","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=96187 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"285","2.871031","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=97581 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"286","2.871151","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=97581 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"287","2.871154","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=98975 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"288","2.871211","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=100369 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"289","2.871286","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"290","2.871289","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=101763 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"291","2.871428","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=103157 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"292","2.871431","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=104551 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"293","2.871440","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=103157 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"294","2.871486","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=105945 Win=49988 Len=0 TSval=3071730785 TSecr=657500936"
"295","2.871560","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=105945 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"296","2.871564","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=107339 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"297","2.871695","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=108733 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"298","2.871697","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=110127 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"299","2.871707","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=108733 Win=49988 Len=0 TSval=3071730786 TSecr=657500936"
"300","2.871745","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=111521 Win=49988 Len=0 TSval=3071730786 TSecr=657500936"
"301","2.871836","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=111521 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"302","2.871838","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=112915 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"303","2.871893","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=114309 Win=49988 Len=0 TSval=3071730786 TSecr=657500936"
"304","2.871975","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=114309 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"305","2.871978","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=115703 Ack=1926 Win=489 Len=1394 TSval=657500936 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"306","2.872035","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=117097 Win=49988 Len=0 TSval=3071730786 TSecr=657500936"
"307","2.872110","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"308","2.872113","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=118491 Ack=1926 Win=489 Len=1394 TSval=657500937 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"309","2.872252","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=119885 Ack=1926 Win=489 Len=1394 TSval=657500937 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"310","2.872255","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=121279 Ack=1926 Win=489 Len=1394 TSval=657500937 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"311","2.872263","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=119885 Win=49988 Len=0 TSval=3071730786 TSecr=657500937"
"312","2.872344","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=122673 Win=49988 Len=0 TSval=3071730786 TSecr=657500937"
"313","2.872388","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=122673 Ack=1926 Win=489 Len=1394 TSval=657500937 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"314","2.872390","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=124067 Ack=1926 Win=489 Len=1394 TSval=657500937 TSecr=3071730770 [TCP segment of a reassembled PDU]"
"315","2.872452","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=1926 Ack=125461 Win=49988 Len=0 TSval=3071730786 TSecr=657500937"
