"No.","Time","Source","Destination","Protocol","Length","Info"
"3881","10.383134","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3002037 Win=49988 Len=0 TSval=3071738297 TSecr=657508403"
"3882","10.383214","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3002037 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3883","10.383216","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3003431 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3884","10.383266","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3004825 Win=49988 Len=0 TSval=3071738297 TSecr=657508404"
"3885","10.383462","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3004825 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3886","10.383464","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3887","10.383576","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3007613 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3888","10.383579","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3009007 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3889","10.383588","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3007613 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3890","10.383639","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3010401 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3891","10.383707","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3010401 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3892","10.383709","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3011795 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3893","10.383762","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3013189 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3894","10.383954","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3013189 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3895","10.383956","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3014583 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3896","10.384014","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3015977 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3897","10.384067","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3015977 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3898","10.384070","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3017371 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3899","10.384119","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3018765 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3900","10.384198","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3018765 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3901","10.384201","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3020159 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3902","10.384245","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3021553 Win=49988 Len=0 TSval=3071738298 TSecr=657508404"
"3903","10.384565","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3021553 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3904","10.384568","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3905","10.384683","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3024341 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3906","10.384685","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3025735 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3907","10.384717","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3024341 Win=49988 Len=0 TSval=3071738299 TSecr=657508404"
"3908","10.384755","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3027129 Win=49988 Len=0 TSval=3071738299 TSecr=657508404"
"3909","10.384891","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3027129 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3910","10.384894","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3028523 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3911","10.384975","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3029917 Win=49988 Len=0 TSval=3071738299 TSecr=657508404"
"3912","10.385047","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3029917 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3913","10.385049","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=3031311 Ack=3851 Win=489 Len=1394 TSval=657508404 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3914","10.385102","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3032705 Win=49988 Len=0 TSval=3071738299 TSecr=657508404"
"3915","10.385216","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3032705 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3916","10.385219","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3034099 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3917","10.385292","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3035493 Win=49988 Len=0 TSval=3071738299 TSecr=657508405"
"3918","10.385354","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3035493 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3919","10.385357","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3036887 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3920","10.385416","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3038281 Win=49988 Len=0 TSval=3071738299 TSecr=657508405"
"3921","10.385500","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3922","10.385505","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3039675 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3923","10.385622","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3041069 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3924","10.385720","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3041069 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3925","10.385723","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3042463 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3926","10.385782","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3043857 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3927","10.385832","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3043857 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3928","10.385834","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3045251 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3929","10.385888","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3046645 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3930","10.386055","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3046645 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3931","10.386059","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3048039 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3932","10.386169","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3049433 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3933","10.386172","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3050827 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3934","10.386188","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3049433 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3935","10.386240","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3052221 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3936","10.386385","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3052221 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3937","10.386391","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3053615 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3938","10.386490","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3939","10.386492","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3056403 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3940","10.386505","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3055009 Win=49988 Len=0 TSval=3071738300 TSecr=657508405"
"3941","10.386619","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3057797 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3942","10.386622","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3059191 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3943","10.386635","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3057797 Win=49988 Len=0 TSval=3071738301 TSecr=657508405"
"3944","10.386694","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3060585 Win=49988 Len=0 TSval=3071738301 TSecr=657508405"
"3945","10.386867","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3060585 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3946","10.386870","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3061979 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3947","10.386937","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3063373 Win=49988 Len=0 TSval=3071738301 TSecr=657508405"
"3948","10.386979","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3063373 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3949","10.386981","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=3064767 Ack=3851 Win=489 Len=1394 TSval=657508405 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3950","10.387044","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3066161 Win=49988 Len=0 TSval=3071738301 TSecr=657508405"
"3951","10.387116","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3066161 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3952","10.387118","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3067555 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3953","10.387171","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3068949 Win=49988 Len=0 TSval=3071738301 TSecr=657508406"
"3954","10.387355","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3068949 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3955","10.387357","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3070343 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3956","10.387415","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3071737 Win=49988 Len=0 TSval=3071738301 TSecr=657508406"
"3957","10.387480","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3958","10.387482","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3073131 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3959","10.387605","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3074525 Win=49988 Len=0 TSval=3071738301 TSecr=657508406"
"3960","10.387660","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3074525 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3961","10.387662","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3075919 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3962","10.387740","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3077313 Win=49988 Len=0 TSval=3071738302 TSecr=657508406"
"3963","10.390195","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3077313 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3964","10.390199","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3078707 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3965","10.390200","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3080101 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3966","10.390201","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3081495 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3967","10.390313","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3082889 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3968","10.390316","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3084283 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3969","10.390328","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3082889 Win=49988 Len=0 TSval=3071738305 TSecr=657508406"
"3970","10.390400","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3085677 Win=49988 Len=0 TSval=3071738305 TSecr=657508406"
"3971","10.390522","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3085677 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3972","10.390524","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3087071 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3973","10.390525","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3974","10.390635","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3089859 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3975","10.390637","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3091253 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3976","10.390664","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3089859 Win=49988 Len=0 TSval=3071738305 TSecr=657508406"
"3977","10.390696","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3092647 Win=49988 Len=0 TSval=3071738305 TSecr=657508406"
"3978","10.390854","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3092647 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3979","10.390857","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3094041 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3980","10.390918","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3095435 Win=49988 Len=0 TSval=3071738305 TSecr=657508406"
"3981","10.390963","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=3095435 Ack=3851 Win=489 Len=1394 TSval=657508406 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3982","10.390965","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3096829 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3983","10.391027","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3098223 Win=49988 Len=0 TSval=3071738305 TSecr=657508407"
"3984","10.391096","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3098223 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3985","10.391098","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3099617 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3986","10.391157","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3101011 Win=49988 Len=0 TSval=3071738305 TSecr=657508407"
"3987","10.391345","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3101011 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3988","10.391347","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3102405 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3989","10.391413","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3103799 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"3990","10.391459","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3103799 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3991","10.391461","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"3992","10.391591","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3106587 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3993","10.391594","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3107981 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3994","10.391602","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3106587 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"3995","10.391661","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3109375 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"3996","10.391840","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3109375 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3997","10.391842","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3110769 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3998","10.391956","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3112163 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"3999","10.391959","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3113557 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4000","10.391971","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3112163 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"4001","10.392035","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3114951 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"4002","10.392082","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3114951 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4003","10.392084","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3116345 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4004","10.392150","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3117739 Win=49988 Len=0 TSval=3071738306 TSecr=657508407"
"4005","10.392332","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3117739 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4006","10.392335","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3119133 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4007","10.392405","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3120527 Win=49988 Len=0 TSval=3071738307 TSecr=657508407"
"4008","10.392444","198.189.66.48","10.35.98.216","TLSv1.2","1460","Application Data"
"4009","10.392447","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3121921 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4010","10.392577","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3123315 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4011","10.392579","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3124709 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4012","10.392587","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3123315 Win=49988 Len=0 TSval=3071738307 TSecr=657508407"
"4013","10.392727","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3126103 Win=49988 Len=0 TSval=3071738307 TSecr=657508407"
"4014","10.392905","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3126103 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4015","10.392931","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3127497 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4016","10.393010","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [PSH, ACK] Seq=3128891 Ack=3851 Win=489 Len=1394 TSval=657508407 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4017","10.393016","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3130285 Ack=3851 Win=489 Len=1394 TSval=657508408 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4018","10.393083","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3128891 Win=49988 Len=0 TSval=3071738307 TSecr=657508407"
"4019","10.393097","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3131679 Win=49988 Len=0 TSval=3071738307 TSecr=657508408"
"4020","10.393179","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3131679 Ack=3851 Win=489 Len=1394 TSval=657508408 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4021","10.393184","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3133073 Ack=3851 Win=489 Len=1394 TSval=657508408 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4022","10.393280","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3134467 Ack=3851 Win=489 Len=1394 TSval=657508408 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4023","10.393282","198.189.66.48","10.35.98.216","TCP","1460","443  >  60763 [ACK] Seq=3135861 Ack=3851 Win=489 Len=1394 TSval=657508408 TSecr=3071738218 [TCP segment of a reassembled PDU]"
"4024","10.393308","10.35.98.216","198.189.66.48","TCP","66","60763  >  443 [ACK] Seq=3851 Ack=3134467 Win=49988 Len=0 TSval=3071738307 TSecr=657508408"
